"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
11,11,11,NA,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,NA,NA,11,NA,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,NA,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,NA,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,NA,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,NA,11,11,11,NA,11,NA,11,11,11,11,NA,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11
11,11,NA,11,11,11,11,11,11,NA,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11
NA,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11
11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,NA,11,11,11,NA,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,NA,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,NA,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11
11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,NA,11,11,11,11,11,NA,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,NA,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11
11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,NA,11
11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,NA,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,NA,11,11,11,NA,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,NA,11
11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11
11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,NA,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,NA,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,NA,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,NA
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,NA,11,11,11,11,NA,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,NA,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,NA,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,NA,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,NA,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11
11,11,11,11,11,NA,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,NA,11,11,11
11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,NA,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,NA,NA,11,11
11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,NA,11,11,11,11,NA,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,NA,11,11,NA,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,NA,11,11,NA,11,11,11,NA,11,NA,NA,11,11,NA,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,NA,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,NA,11,11,11,11,11,NA,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,NA,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
NA,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,NA,11,11,11,11,11,11,11,11,11,11
